Collected At,Store Name,Address,Store Phone,Owner Phone,Delivery Type,Volume (L),Price per Liter (KRW),Total Price (KRW),Collected By
2024-07-14,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,37.3,1600,59679,Lee Jeong Hwa
2024-08-08,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,42.6,1500,63900,Hong Soo Geo
2024-09-21,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,30.8,1500,46200,Park Ji Hye
2024-09-22,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,28.5,1500,42750,Park Ji Hye
2024-09-26,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,38.6,1600,61760,Choi Cheong So
2024-10-06,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,49.5,1300,64350,Choi Cheong So
2024-10-07,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,25.7,1500,38550,Choi Cheong So
2024-10-09,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,33.5,1600,53600,Lee Jeong Hwa
2024-11-07,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,26.0,1600,41600,Hong Soo Geo
2024-11-21,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,34.1,1600,54560,Choi Cheong So
2024-12-12,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,25.9,1300,33670,Hong Soo Geo
2024-12-21,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,26.4,1300,34320,Park Ji Hye
2024-12-23,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,32.0,1500,48000,Choi Cheong So
2025-01-14,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,34.4,1600,55040,Choi Cheong So
2025-01-20,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,39.5,1600,63200,Park Ji Hye
2025-01-20,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,44.5,1600,71200,Lee Jeong Hwa
2025-01-22,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,33.8,1500,50699,Choi Cheong So
2025-02-09,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,30.8,1600,49280,Hong Soo Geo
2025-03-18,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,33.8,1500,50699,Choi Cheong So
2025-03-20,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,44.1,1600,70560,Hong Soo Geo
2025-03-20,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,47.3,1600,75680,Lee Jeong Hwa
2025-03-20,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,41.3,1300,53689,Park Ji Hye
2025-04-11,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,46.2,1500,69300,Lee Jeong Hwa
2025-04-23,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,30.4,1300,39520,Park Ji Hye
2025-04-29,Urban Dumplings,"Gangnam-gu, Seoul, South Korea, Store Road 87",02-1436-1979,010-1197-1678,LARGE,41.9,1300,54470,Park Ji Hye
